output_var_name,change_in_multiplier,strategy_code,cost_factor,cost_factor_function,strategy,comparison_code,difference_variable,output_variable_name,multiplier,annual change,sum,diff_var
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_wood_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_glass_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_chemical_industrial_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_metal_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_sludge_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_yard_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_paper_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_plastic_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_food_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_rubber_leather_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_textiles_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_other_tonne
cb:waso:technical_cost:waste_management:landfilled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_landfilled_*,cb:waso:technical_cost:waste_management:landfilled,-57,1,1,qty_waso_landfilled_nappies_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_plastic_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_glass_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_wood_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_sludge_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_textiles_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_other_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_food_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_yard_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_paper_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_rubber_leather_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_metal_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_chemical_industrial_tonne
cb:waso:technical_cost:waste_management:open_dump,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_open_dump_*,cb:waso:technical_cost:waste_management:open_dump,-7,1,1,qty_waso_open_dump_nappies_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_rubber_leather_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_paper_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_plastic_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_wood_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_metal_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_textiles_tonne
cb:waso:technical_cost:waste_management:recycled,1,PFLO:CONSTRAINED,waso_waste_management_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_recycled_*,cb:waso:technical_cost:waste_management:recycled,-72,1,1,qty_waso_recycled_glass_tonne
cb:waso:technical_cost:waste_to_energy:incineration,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_*_recovered_for_energy_incineration_tonne,cb:waso:technical_cost:waste_to_energy:incineration,-170,1,1,qty_waso_isw_recovered_for_energy_incineration_tonne
cb:waso:technical_cost:waste_to_energy:incineration,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,qty_waso_*_recovered_for_energy_incineration_tonne,cb:waso:technical_cost:waste_to_energy:incineration,-170,1,1,qty_waso_msw_recovered_for_energy_incineration_tonne
cb:waso:technical_cost:waste_to_energy:anaerobic,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,gasrecovered_waso_biogas_anaerobic_tonne,cb:waso:technical_cost:waste_to_energy:anaerobic,-500,1,1,gasrecovered_waso_biogas_anaerobic_tonne
cb:waso:technical_cost:waste_to_energy:landfill,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,gasrecovered_waso_biogas_landfills_tonne,cb:waso:technical_cost:waste_to_energy:landfill,-500,1,1,gasrecovered_waso_biogas_landfills_tonne
cb:waso:fuel_cost:waste_to_energy_value:anaerobic,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,gasrecovered_waso_biogas_anaerobic_tonne,cb:waso:fuel_cost:waste_to_energy_value:anaerobic,323.5294118,1,1,gasrecovered_waso_biogas_anaerobic_tonne
cb:waso:fuel_cost:waste_to_energy_value:landfill,1,PFLO:CONSTRAINED,waso_waste_to_energy_cost_factors,cb_apply_cost_factors,PFLO:CONSTRAINED,LNDU:PLUR,gasrecovered_waso_biogas_landfills_tonne,cb:waso:fuel_cost:waste_to_energy_value:landfill,323.5294118,1,1,gasrecovered_waso_biogas_landfills_tonne
cb:lvst:lvst_value:livestock_produced:buffalo,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_buffalo,cb:lvst:lvst_value:livestock_produced:buffalo,260,1,0,pop_lvst_buffalo
cb:lvst:lvst_value:livestock_produced:cattle_dairy,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_cattle_dairy,cb:lvst:lvst_value:livestock_produced:cattle_dairy,260,1,0,pop_lvst_cattle_dairy
cb:lvst:lvst_value:livestock_produced:cattle_nondairy,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_cattle_nondairy,cb:lvst:lvst_value:livestock_produced:cattle_nondairy,260,1,0,pop_lvst_cattle_nondairy
cb:lvst:lvst_value:livestock_produced:chickens,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_chickens,cb:lvst:lvst_value:livestock_produced:chickens,2.6,1,0,pop_lvst_chickens
cb:lvst:lvst_value:livestock_produced:goats,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_goats,cb:lvst:lvst_value:livestock_produced:goats,26,1,0,pop_lvst_goats
cb:lvst:lvst_value:livestock_produced:horses,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_horses,cb:lvst:lvst_value:livestock_produced:horses,200,1,0,pop_lvst_horses
cb:lvst:lvst_value:livestock_produced:mules,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_mules,cb:lvst:lvst_value:livestock_produced:mules,200,1,0,pop_lvst_mules
cb:lvst:lvst_value:livestock_produced:pigs,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_pigs,cb:lvst:lvst_value:livestock_produced:pigs,50,1,0,pop_lvst_pigs
cb:lvst:lvst_value:livestock_produced:sheep,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,pop_lvst_sheep,cb:lvst:lvst_value:livestock_produced:sheep,26,1,0,pop_lvst_sheep
cb:agrc:crop_value:crops_produced:bevs_and_spices,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_bevs_and_spices_tonne,cb:agrc:crop_value:crops_produced:bevs_and_spices,600,1,0,yield_agrc_bevs_and_spices_tonne
cb:agrc:crop_value:crops_produced:cereals,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_cereals_tonne,cb:agrc:crop_value:crops_produced:cereals,285,1,0,yield_agrc_cereals_tonne
cb:agrc:crop_value:crops_produced:fibers,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_fibers_tonne,cb:agrc:crop_value:crops_produced:fibers,685,1,0,yield_agrc_fibers_tonne
cb:agrc:crop_value:crops_produced:fruits,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_fruits_tonne,cb:agrc:crop_value:crops_produced:fruits,700,1,0,yield_agrc_fruits_tonne
cb:agrc:crop_value:crops_produced:herbs,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_herbs_and_other_perennial_crops_tonne,cb:agrc:crop_value:crops_produced:herbs,600,1,0,yield_agrc_herbs_and_other_perennial_crops_tonne
cb:agrc:crop_value:crops_produced:nuts,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_nuts_tonne,cb:agrc:crop_value:crops_produced:nuts,875,1,0,yield_agrc_nuts_tonne
cb:agrc:crop_value:crops_produced:other_annual,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_other_annual_tonne,cb:agrc:crop_value:crops_produced:other_annual,600,1,0,yield_agrc_other_annual_tonne
cb:agrc:crop_value:crops_produced:other_woody_perennial,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_other_woody_perennial_tonne,cb:agrc:crop_value:crops_produced:other_woody_perennial,600,1,0,yield_agrc_other_woody_perennial_tonne
cb:agrc:crop_value:crops_produced:pulses,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_pulses_tonne,cb:agrc:crop_value:crops_produced:pulses,1070,1,0,yield_agrc_pulses_tonne
cb:agrc:crop_value:crops_produced:rice,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_rice_tonne,cb:agrc:crop_value:crops_produced:rice,300,1,0,yield_agrc_rice_tonne
cb:agrc:crop_value:crops_produced:sugar_cane,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_sugar_cane_tonne,cb:agrc:crop_value:crops_produced:sugar_cane,30,1,0,yield_agrc_sugar_cane_tonne
cb:agrc:crop_value:crops_produced:tubers,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_tubers_tonne,cb:agrc:crop_value:crops_produced:tubers,650,1,0,yield_agrc_tubers_tonne
cb:agrc:crop_value:crops_produced:vegetables,1,PFLO:UNCONSTRAINED,afolu_crop_livestock_production_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,yield_agrc_vegetables_and_vines_tonne,cb:agrc:crop_value:crops_produced:vegetables,870,1,0,yield_agrc_vegetables_and_vines_tonne
cb:lndu:ecosystem_services:forests:primary,1,PFLO:UNCONSTRAINED,afolu_ecosystem_services_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,area_lndu_forests_primary,cb:lndu:ecosystem_services:forests:primary,500,1,0,area_lndu_forests_primary
cb:lndu:ecosystem_services:forests:secondary,1,PFLO:UNCONSTRAINED,afolu_ecosystem_services_cost_factors,cb_apply_cost_factors,PFLO:UNCONSTRAINED,LNDU:PLUR,area_lndu_forests_secondary,cb:lndu:ecosystem_services:forests:secondary,300,1,0,area_lndu_forests_secondary
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_natural_gas
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_nuclear
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_coal
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_hydrogen
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_trns_fuel_hydrogen
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_biomass
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_scoe_fuel_kerosene
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_kerosene
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_scoe_fuel_coal
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_hydrogen
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_coke
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_ccsq_fuel_hydrogen
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_trns_fuel_ammonia
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_waste
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_hydrocarbon_gas_liquids
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_biogas
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_inen_fuel_coke
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_biofuels
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_scoe_fuel_hydrocarbon_gas_liquids
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_trns_fuel_natural_gas
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_other
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_entc_fuel_gasoline
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_scoe_fuel_natural_gas
cb:enfu:fuel_cost:X:X,1,PFLO:UNCONSTRAINED,enfu_fuel_cost_factors,cb_system_fuel_costs,PFLO:UNCONSTRAINED,LNDU:PLUR,totalvalue_enfu_fuel_consumed_*_fuel_*,cb:enfu:fuel_cost:X:X,-500000,1,0,totalvalue_enfu_fuel_consumed_trns_fuel_kerosene
