"","region","strategy_code","variable","future_id","value"
"235","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2017",0,-9.83825791797322e-10
"236","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2018",0,3.20976299108047e-07
"237","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2019",0,1.39989663162388e-07
"238","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2020",0,9.34510434995915e-08
"239","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2021",0,0
"240","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2022",0,3.26495042360351e-08
"241","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2023",0,1.22054221443122e-07
"242","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:diesel_shifted2024",0,0
"243","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline",0,116079162.269077
"244","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2015",0,-2.01788767902457e-07
"245","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2016",0,-2.09541815059665e-08
"246","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2017",0,-1.01996600009572e-10
"247","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2018",0,2.74532904698661e-08
"248","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2019",0,1.42540448960883e-08
"249","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2020",0,9.32507610024469e-09
"250","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2021",0,0
"251","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2022",0,3.49066397573513e-09
"252","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2023",0,1.30492111242435e-08
"253","brazil","PFLO:ALL_PLUR","cb:entc:air_pollution:X:gasoline_shifted2024",0,0
"254","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex",0,-51485990566.8182
"255","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2015",0,-816072477.180483
"256","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2016",0,111026874.317698
"257","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2017",0,0
"258","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2018",0,0
"259","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2019",0,0
"260","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2020",0,251876317.369615
"261","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2021",0,-8.08662615217665e-05
"262","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2022",0,4.56870034784123e-05
"263","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2023",0,2.21826382342944e-07
"264","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:capex_shifted2024",0,1.57095365680845e-07
"265","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex",0,486402441779.134
"266","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2015",0,-7794484.23106203
"267","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2016",0,-7005869.29401827
"268","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2017",0,-6090258.72705359
"269","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2018",0,-5392869.21016438
"270","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2019",0,-5040064.68238729
"271","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2020",0,-2452702.09491445
"272","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2021",0,-2285481.98986057
"273","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2022",0,-2137770.67609356
"274","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2023",0,-1999566.00189472
"275","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:opex_shifted2024",0,-1870259.63536932
"276","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission",0,306478009.782286
"277","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2015",0,-2.0180956246886e-06
"278","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2016",0,1.25738045151938e-06
"279","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2017",0,-1.34802397024505e-06
"280","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2018",0,-3.66081594176894e-06
"281","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2019",0,-2.05279398603866e-06
"282","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2020",0,3.19749842062096e-07
"283","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2021",0,1.49415814047708e-07
"284","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2022",0,-2.79281895416277e-07
"285","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2023",0,-3.91516675817211e-07
"286","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:electricity:transmission_shifted2024",0,0
"287","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity",0,6795483023.70631
"288","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2015",0,537040214.457589
"289","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2016",0,501906742.483728
"290","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2017",0,469071721.947409
"291","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2018",0,438384786.866738
"292","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2019",0,409705408.286671
"293","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2020",0,382902250.735206
"294","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2021",0,357852570.780566
"295","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2022",0,334441654.935109
"296","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2023",0,312562294.331877
"297","brazil","PFLO:ALL_PLUR","cb:entc:technical_cost:loss_reduction:electricity_shifted2024",0,292114293.76811
"298","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X",0,-1947433753.08145
"299","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2015",0,-243381034.363572
"300","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2016",0,-209652372.988845
"301","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2017",0,-68055469.3324901
"302","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2018",0,-182310189.047439
"303","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2019",0,-167153296.146676
"304","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2020",0,-147623441.410596
"305","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2021",0,-154920233.110123
"306","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2022",0,-114705805.457038
"307","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2023",0,-128023620.84775
"308","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:flaring:X_shifted2024",0,-120505636.135094
"309","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X",0,-1947433753.08145
"310","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2015",0,-243381034.363572
"311","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2016",0,-209652372.988845
"312","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2017",0,-68055469.3324901
"313","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2018",0,-182310189.047439
"314","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2019",0,-167153296.146676
"315","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2020",0,-147623441.410596
"316","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2021",0,-154920233.110123
"317","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2022",0,-114705805.457038
"318","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2023",0,-128023620.84775
"319","brazil","PFLO:ALL_PLUR","cb:fgtv:technical_cost:leaks:X_shifted2024",0,-120505636.135094
"320","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass",0,31290993520.1342
"321","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2015",0,0
"322","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2016",0,0
"323","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2017",0,0
"324","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2018",0,0
"325","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2019",0,0
"326","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2020",0,-6.60210399907811e-07
"327","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2021",0,0
"328","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2022",0,0
"329","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2023",0,-5.38928347746007e-07
"330","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:biomass_shifted2024",0,0
"331","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal",0,5225766069.51953
"332","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2015",0,0
"333","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2016",0,0
"334","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2017",0,0
"335","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2018",0,0
"336","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2019",0,0
"337","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2020",0,0
"338","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2021",0,0
"339","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2022",0,0
"340","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2023",0,0
"341","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coal_shifted2024",0,0
"342","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke",0,580640674.391057
"343","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2015",0,0
"344","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2016",0,0
"345","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2017",0,0
"346","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2018",0,0
"347","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2019",0,0
"348","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2020",0,0
"349","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2021",0,0
"350","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2022",0,0
"351","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2023",0,0
"352","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:coke_shifted2024",0,0
"353","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel",0,5478844795.34268
"354","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2015",0,0
"355","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2016",0,0
"356","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2017",0,0
"357","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2018",0,0
"358","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2019",0,0
"359","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2020",0,-2.28786224133902e-07
"360","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2021",0,-2.13818901059722e-07
"361","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2022",0,-2.99746122980919e-07
"362","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2023",0,-1.86757709022379e-07
"363","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:diesel_shifted2024",0,-1.74539914974186e-07
"364","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline",0,542092761.001706
"365","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2015",0,0
"366","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2016",0,0
"367","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2017",0,0
"368","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2018",0,0
"369","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2019",0,-1.67748146507629e-08
"370","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2020",0,-2.35160953048078e-08
"371","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2021",0,-2.19776591633718e-08
"372","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2022",0,-2.0539868376983e-08
"373","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2023",0,-3.8392277340155e-08
"374","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:gasoline_shifted2024",0,-1.19602110093941e-08
"375","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas",0,320443354.263142
"376","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2015",0,0
"377","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2016",0,0
"378","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2017",0,0
"379","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2018",0,0
"380","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2019",0,0
"381","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2020",0,0
"382","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2021",0,0
"383","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2022",0,0
"384","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2023",0,0
"385","brazil","PFLO:ALL_PLUR","cb:inen:air_pollution:X:natural_gas_shifted2024",0,0
"386","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X",0,-55486487001.8873
"387","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2015",0,0
"388","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2016",0,0
"389","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2017",0,0
"390","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2018",0,0
"391","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2019",0,0
"392","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2020",0,1.55474694987595e-06
"393","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2021",0,1.45303453259435e-06
"394","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2022",0,0
"395","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2023",0,0
"396","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:efficiency:X_shifted2024",0,0
"397","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all",0,-929898738.189208
"398","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2015",0,0
"399","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2016",0,0
"400","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2017",0,0
"401","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2018",0,0
"402","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2019",0,0
"403","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2020",0,1.2774051527611e-07
"404","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2021",0,1.19383659136551e-07
"405","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2022",0,0
"406","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2023",0,0
"407","brazil","PFLO:ALL_PLUR","cb:inen:technical_cost:fuel_switch:all_shifted2024",0,0
"408","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all",0,585837993.088333
"409","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2015",0,0
"410","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2016",0,0
"411","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2017",0,0
"412","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2018",0,0
"413","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2019",0,0
"414","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2020",0,-1.64153451063599e-08
"415","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2021",0,-1.53414440246354e-08
"416","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2022",0,0
"417","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2023",0,0
"418","brazil","PFLO:ALL_PLUR","cb:inen:technical_savings:fuel_switch:all_shifted2024",0,0
"419","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement",0,2695186195.26845
"420","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2015",0,0
"421","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2016",0,0
"422","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2017",0,0
"423","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2018",0,0
"424","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2019",0,0
"425","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2020",0,0
"426","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2021",0,0
"427","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2022",0,0
"428","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2023",0,0
"429","brazil","PFLO:ALL_PLUR","cb:ippu:air_pollution:X:cement_shifted2024",0,0
"430","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement",0,5090907257.72929
"431","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2015",0,0
"432","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2016",0,0
"433","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2017",0,0
"434","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2018",0,0
"435","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2019",0,0
"436","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2020",0,0
"437","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2021",0,0
"438","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2022",0,0
"439","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2023",0,0
"440","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:cement_shifted2024",0,0
"441","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel",0,15510693373.6078
"442","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2015",0,0
"443","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2016",0,0
"444","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2017",0,0
"445","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2018",0,0
"446","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2019",0,0
"447","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2020",0,0
"448","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2021",0,0
"449","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2022",0,0
"450","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2023",0,0
"451","brazil","PFLO:ALL_PLUR","cb:ippu:ippu_value:industrial_products:steel_shifted2024",0,0
"452","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs",0,0
"453","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2015",0,0
"454","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2016",0,0
"455","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2017",0,0
"456","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2018",0,0
"457","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2019",0,0
"458","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2020",0,0
"459","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2021",0,0
"460","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2022",0,0
"461","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2023",0,0
"462","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:hfcs_shifted2024",0,0
"463","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o",0,-6214489832.50304
"464","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2015",0,0
"465","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2016",0,0
"466","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2017",0,0
"467","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2018",0,0
"468","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2019",0,0
"469","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2020",0,0
"470","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2021",0,0
"471","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2022",0,0
"472","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2023",0,0
"473","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:n2o_shifted2024",0,0
"474","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases",0,0
"475","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2015",0,0
"476","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2016",0,0
"477","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2017",0,0
"478","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2018",0,0
"479","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2019",0,0
"480","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2020",0,0
"481","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2021",0,0
"482","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2022",0,0
"483","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2023",0,0
"484","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:other_fgases_shifted2024",0,0
"485","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs",0,-184857.251220514
"486","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2015",0,0
"487","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2016",0,0
"488","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2017",0,0
"489","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2018",0,0
"490","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2019",0,0
"491","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2020",0,0
"492","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2021",0,0
"493","brazil","PFLO:ALL_PLUR","cb:ippu:technical_cost:abating_gases:pfcs_shifted2022",0,0
